GeneID	TranscriptID	Feature	Contig	Start	Stop	Strand	Name	Product	Alias/Synonyms	EC_number	BUSCO	PFAM	InterPro	EggNog	COG	GO Terms	Secreted	Membrane	Protease	CAZyme	antiSMASH	Notes
H9P43_005557	H9P43_005557-T1	mRNA	c_be_22_6	752661	753892	-		hypothetical protein														
H9P43_005558	H9P43_005558-T1	mRNA	c_be_22_6	758289	759957	+		hypothetical protein				PF05653	IPR008521 Magnesium transporter NIPA	ENOG503NWMB	U:(U) Intracellular trafficking, secretion, and vesicular transport	GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0015095 - magnesium ion transmembrane transporter activity [Evidence IEA];GO_process: GO:0015693 - magnesium ion transport [Evidence IEA]						
H9P43_005559	H9P43_005559-T1	mRNA	c_be_22_6	760059	763828	-		hypothetical protein						ENOG50								
H9P43_005560	H9P43_005560-T1	mRNA	c_be_22_6	764154	766500	+	KIF19	Kinesin-like protein kif19				PF00225;PF16796	IPR001752 Kinesin motor domain;IPR019821 Kinesin motor domain, conserved site;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR027640 Kinesin-like protein;IPR036961 Kinesin motor domain superfamily	ENOG50KOG0242	Z:(Z) Cytoskeleton	GO_function: GO:0008017 - microtubule binding [Evidence IEA];GO_function: GO:0003777 - microtubule motor activity [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_process: GO:0007018 - microtubule-based movement [Evidence IEA]						
H9P43_005561	H9P43_005561-T1	mRNA	c_be_22_6	766559	768400	-		hypothetical protein		1.3.99.30		PF01266;PF01593;PF13450	IPR002937 Amine oxidase;IPR008150 Phytoene dehydrogenase, bacterial-type, conserved site;IPR014105 Carotenoid/retinoid oxidoreductase;IPR036188 FAD/NAD(P)-binding domain superfamily	ENOG503NY26	H:(H) Coenzyme transport and metabolism	GO_function: GO:0016491 - oxidoreductase activity [Evidence IEA];GO_process: GO:0016117 - carotenoid biosynthetic process [Evidence IEA]						
H9P43_005562	H9P43_005562-T1	mRNA	c_be_22_6	768960	770047	+	RAD14_2	DNA repair protein rad14			EOG092C44LK	PF05181	IPR000465 XPA;IPR009061 Putative DNA-binding domain superfamily;IPR022656 XPA, C-terminal;IPR037129 XPA domain superfamily	ENOG503NYT9	L:(L) Replication, recombination and repair	GO_function: GO:0003684 - damaged DNA binding [Evidence IEA];GO_process: GO:0006289 - nucleotide-excision repair [Evidence IEA]						
H9P43_005563	H9P43_005563-T1	mRNA	c_be_22_6	770295	773723	-		hypothetical protein														
H9P43_005564	H9P43_005564-T1	mRNA	c_be_22_6	775361	776596	+		hypothetical protein														
H9P43_005565	H9P43_005565-T1	mRNA	c_be_22_6	776637	778403	-		hypothetical protein				PF00561;PF12146	IPR000073 Alpha/beta hydrolase fold-1;IPR029058 Alpha/Beta hydrolase fold	ENOG503NW0F	K:(K) Transcription				S33			
H9P43_005566	H9P43_005566-T1	mRNA	c_be_22_6	778576	780438	-		hypothetical protein				PF00400;PF00646;PF12937	IPR001680 WD40 repeat;IPR001810 F-box domain;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR020472 G-protein beta WD-40 repeat;IPR036047 F-box-like domain superfamily;IPR036322 WD40-repeat-containing domain superfamily	ENOG503NUDS	S:(S) Function unknown	GO_function: GO:0005515 - protein binding [Evidence IEA]						
H9P43_005567	H9P43_005567-T1	mRNA	c_be_22_6	782541	783323	+	NSA2	Ribosome bioproteinsis protein			EOG092C4ZVL	PF01201	IPR022309 Ribosomal protein S8e/ribosomal biogenesis NSA2;IPR039411 Ribosomal biogenesis NSA2 family	ENOG503NYAP	J:(J) Translation, ribosomal structure and biogenesis							
H9P43_005568	H9P43_005568-T1	mRNA	c_be_22_6	783598	784950	-		hypothetical protein				PF07690	IPR011701 Major facilitator superfamily;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily	ENOG503NUX4	G:(G) Carbohydrate transport and metabolism	GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]						
H9P43_005569	H9P43_005569-T1	mRNA	c_be_22_6	785864	786637	+		hypothetical protein														
H9P43_005570	H9P43_005570-T1	mRNA	c_be_22_6	789522	792757	-		hypothetical protein				PF00172	IPR001138 Zn(2)-C6 fungal-type DNA-binding domain;IPR007219 Transcription factor domain, fungi;IPR036864 Zn(2)-C6 fungal-type DNA-binding domain superfamily	ENOG503Q528	K:(K) Transcription	GO_function: GO:0000981 - DNA-binding transcription factor activity, RNA polymerase II-specific [Evidence IEA];GO_function: GO:0003677 - DNA binding [Evidence IEA];GO_function: GO:0008270 - zinc ion binding [Evidence IEA];GO_process: GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA];GO_process: GO:0006351 - transcription, DNA-templated [Evidence IEA]						
H9P43_005571	H9P43_005571-T1	mRNA	c_be_22_6	793265	795055	+	ALG10	glucosyltransferase		2.4.1.256		PF04922	IPR016900 Alpha-2-glucosyltransferase Alg10	ENOG503NXZQ	I:(I) Lipid transport and metabolism;K:(K) Transcription;O:(O) Posttranslational modification, protein turnover, chaperones;T:(T) Signal transduction mechanisms	GO_function: GO:0106073 - dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity [Evidence IEA];GO_process: GO:0006488 - dolichol-linked oligosaccharide biosynthetic process [Evidence IEA]				GT59		
H9P43_005572	H9P43_005572-T1	mRNA	c_be_22_6	795180	795737	-		hypothetical protein														
H9P43_005573	H9P43_005573-T1	mRNA	c_be_22_6	795952	796991	+	NBP35	cytosolic Fe-S cluster assembly factor nbp35				PF01656;PF10609	IPR019591 Mrp/NBP35 ATP-binding protein;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR028601 Cytosolic Fe-S cluster assembly factor NUBP1/Nbp35;IPR033756 Flagellum site-determining protein YlxH/ Fe-S cluster assembling factor NBP35	ENOG503NUNR	D:(D) Cell cycle control, cell division, chromosome partitioning	GO_function: GO:0051539 - 4 iron, 4 sulfur cluster binding [Evidence IEA];GO_function: GO:0140663 - ATP-dependent FeS chaperone activity [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0051536 - iron-sulfur cluster binding [Evidence IEA];GO_process: GO:0016226 - iron-sulfur cluster assembly [Evidence IEA]						
H9P43_005574	H9P43_005574-T1	mRNA	c_be_22_6	797039	799565	-		hypothetical protein					IPR011990 Tetratricopeptide-like helical domain superfamily			GO_function: GO:0005515 - protein binding [Evidence IEA]						
H9P43_005575	H9P43_005575-T1	mRNA	c_be_22_6	799743	800897	+		hypothetical protein				PF12572	IPR022226 Domain of unknown function DUF3752;IPR046331 GPALPP motifs-containing protein 1-like	ENOG503Q4JK	S:(S) Function unknown							
H9P43_005576	H9P43_005576-T1	mRNA	c_be_22_6	800946	802904	-		hypothetical protein									SignalP(1-21,cutsite=VSA-AP,prob=0.7440)					
H9P43_005577	H9P43_005577-T1	mRNA	c_be_22_6	803717	805046	-		hypothetical protein														
H9P43_005578	H9P43_005578-T1	mRNA	c_be_22_6	805305	807470	-		hypothetical protein														
H9P43_005579	H9P43_005579-T1	mRNA	c_be_22_6	810095	813637	+	prp10	U2 snRNP component prp10				PF08920	IPR011989 Armadillo-like helical;IPR015016 Splicing factor 3B subunit 1;IPR016024 Armadillo-type fold;IPR038737 Splicing factor 3B subunit 1-like	ENOG503NVKB	A:(A) RNA processing and modification	GO_function: GO:0003729 - mRNA binding [Evidence IEA];GO_process: GO:0000245 - spliceosomal complex assembly [Evidence IEA]						
H9P43_005580	H9P43_005580-T1	mRNA	c_be_22_6	813896	815911	+		hypothetical protein									SignalP(1-36,cutsite=AAA-QG,prob=0.6113)					
H9P43_005581	H9P43_005581-T1	mRNA	c_be_22_6	821160	822944	-		hypothetical protein		4.2.1.53		PF06100;PF13450	IPR010354 Oleate hydratase;IPR036188 FAD/NAD(P)-binding domain superfamily	ENOG503NZM1	S:(S) Function unknown	GO_function: GO:0050151 - oleate hydratase activity [Evidence IEA];GO_function: GO:0071949 - FAD binding [Evidence IEA];GO_process: GO:0006631 - fatty acid metabolic process [Evidence IEA]						
H9P43_005582	H9P43_005582-T1	mRNA	c_be_22_6	826803	830721	+		hypothetical protein														
H9P43_005583	H9P43_005583-T1	mRNA	c_be_22_6	831762	832919	-		hypothetical protein														
H9P43_005584	H9P43_005584-T1	mRNA	c_be_22_6	835043	836538	-		hypothetical protein				PF00004	IPR003593 AAA+ ATPase domain;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR045735 Stage III sporulation protein AA, AAA+ ATPase domain	ENOG503P6IE	O:(O) Posttranslational modification, protein turnover, chaperones							
H9P43_005585	H9P43_005585-T1	mRNA	c_be_22_6	837260	838309	-		hypothetical protein				PF00004	IPR003593 AAA+ ATPase domain;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR045735 Stage III sporulation protein AA, AAA+ ATPase domain	ENOG503P6IE	O:(O) Posttranslational modification, protein turnover, chaperones							
H9P43_005586	H9P43_005586-T1	mRNA	c_be_22_6	841588	843140	+	stp1	Low molecular weight phosphotyrosine protein phosphatase				PF01451;PF01467	IPR002115 Protein-tyrosine phosphatase, low molecular weight, mammalian;IPR004821 Cytidyltransferase-like domain;IPR014729 Rossmann-like alpha/beta/alpha sandwich fold;IPR017867 Protein-tyrosine phosphatase, low molecular weight;IPR023485 Phosphotyrosine protein phosphatase I;IPR036196 Phosphotyrosine protein phosphatase I superfamily	ENOG503P1R8	T:(T) Signal transduction mechanisms	GO_component: GO:0005737 - cytoplasm [Evidence IEA];GO_function: GO:0003824 - catalytic activity [Evidence IEA];GO_function: GO:0004725 - protein tyrosine phosphatase activity [Evidence IEA];GO_function: GO:0004726 - non-membrane spanning protein tyrosine phosphatase activity [Evidence IEA];GO_function: GO:0003993 - acid phosphatase activity [Evidence IEA];GO_process: GO:0006470 - protein dephosphorylation [Evidence IEA];GO_process: GO:0009058 - biosynthetic process [Evidence IEA]						
H9P43_005587	H9P43_005587-T1	mRNA	c_be_22_6	843190	844893	-		hypothetical protein														
H9P43_005588	H9P43_005588-T1	mRNA	c_be_22_6	845313	846809	+	DIA4	Serine--tRNA ligase, mitochondrial		6.1.1.11		PF00587;PF02403	IPR002314 Aminoacyl-tRNA synthetase, class II (G/ P/ S/T);IPR002317 Serine-tRNA ligase, type1;IPR006195 Aminoacyl-tRNA synthetase, class II;IPR010978 Class I and II aminoacyl-tRNA synthetase, tRNA-binding arm;IPR015866 Serine-tRNA synthetase, type1, N-terminal;IPR042103 Serine-tRNA synthetase, type1, N-terminal domain superfamily;IPR045864 Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)	ENOG503NV6W	J:(J) Translation, ribosomal structure and biogenesis	GO_function: GO:0004812 - aminoacyl-tRNA ligase activity [Evidence IEA];GO_function: GO:0000166 - nucleotide binding [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0004828 - serine-tRNA ligase activity [Evidence IEA];GO_process: GO:0006418 - tRNA aminoacylation for protein translation [Evidence IEA];GO_process: GO:0006434 - seryl-tRNA aminoacylation [Evidence IEA]						
H9P43_005589	H9P43_005589-T1	mRNA	c_be_22_6	846915	853700	-	NHP6_2	Non-histone chromosomal protein 6				PF00505;PF09011	IPR009071 High mobility group box domain;IPR036910 High mobility group box domain superfamily	ENOG503P5CR	K:(K) Transcription							
H9P43_005590	H9P43_005590-T1	mRNA	c_be_22_6	854495	855266	-		hypothetical protein														
H9P43_005591	H9P43_005591-T1	mRNA	c_be_22_6	856450	857557	+		hypothetical protein		2.3.1.225		PF01529	IPR001594 Palmitoyltransferase, DHHC domain	ENOG50KOG1311	I:(I) Lipid transport and metabolism	GO_function: GO:0016409 - palmitoyltransferase activity [Evidence IEA]						
H9P43_005592	H9P43_005592-T1	mRNA	c_be_22_6	857650	858880	-		hypothetical protein				PF07159	IPR009828 CYRIA/CYRIB, Rac1 binding domain;IPR039789 CYFIP-related Rac1 interactor	ENOG503NY6W	S:(S) Function unknown	GO_function: GO:0031267 - small GTPase binding [Evidence IEA];GO_process: GO:0030833 - regulation of actin filament polymerization [Evidence IEA]						
H9P43_005593	H9P43_005593-T1	mRNA	c_be_22_6	859701	860745	-		hypothetical protein				PF09412	IPR018998 EndoU ribonuclease, C-terminal;IPR037227 Endoribonuclease EndoU-like;IPR039787 Poly(U)-specific endoribonuclease	ENOG503P3JD	S:(S) Function unknown	GO_function: GO:0004521 - endoribonuclease activity [Evidence IEA]						
H9P43_005594	H9P43_005594-T1	mRNA	c_be_22_6	861055	862231	-	BIM1_2	microtubule integrity protein mal3			EOG092C4Q5B	PF00307;PF03271	IPR001715 Calponin homology domain;IPR004953 EB1, C-terminal;IPR027328 Microtubule-associated protein RP/EB;IPR036133 EB1, C-terminal domain superfamily;IPR036872 CH domain superfamily	ENOG503NZ7G	Z:(Z) Cytoskeleton	GO_function: GO:0005515 - protein binding [Evidence IEA];GO_function: GO:0008017 - microtubule binding [Evidence IEA]						
H9P43_005595	H9P43_005595-T1	mRNA	c_be_22_6	862832	864805	+		hypothetical protein				PF03607	IPR003533 Doublecortin domain;IPR036572 Doublecortin domain superfamily	ENOG503PD50	D:(D) Cell cycle control, cell division, chromosome partitioning;Z:(Z) Cytoskeleton	GO_process: GO:0035556 - intracellular signal transduction [Evidence IEA]						
H9P43_005596	H9P43_005596-T1	mRNA	c_be_22_6	865056	865529	-		hypothetical protein					IPR018247 EF-Hand 1, calcium-binding site									
H9P43_005597	H9P43_005597-T1	mRNA	c_be_22_6	865685	866044	-		hypothetical protein														
H9P43_005598	H9P43_005598-T1	mRNA	c_be_22_6	866355	867280	-		hypothetical protein														
H9P43_005599	H9P43_005599-T1	mRNA	c_be_22_6	867788	872014	-	PFS2	pre-mRNA cleavage and polyadenylation factor (CPF) complex subunit				PF00400;PF12894	IPR001680 WD40 repeat;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR036322 WD40-repeat-containing domain superfamily;IPR045245 Pre-mRNA 3' end processing protein Pfs2-like	ENOG503NUVK	A:(A) RNA processing and modification	GO_function: GO:0005515 - protein binding [Evidence IEA];GO_process: GO:0031124 - mRNA 3'-end processing [Evidence IEA]						
H9P43_005600	H9P43_005600-T1	mRNA	c_be_22_6	872278	873752	+		hypothetical protein					IPR027417 P-loop containing nucleoside triphosphate hydrolase	ENOG503XG2J	G:(G) Carbohydrate transport and metabolism							
H9P43_005601	H9P43_005601-T1	mRNA	c_be_22_6	873862	876806	-		hypothetical protein				PF00069;PF00788;PF07714	IPR000159 Ras-associating (RA) domain;IPR000719 Protein kinase domain;IPR000961 AGC-kinase, C-terminal;IPR001849 Pleckstrin homology domain;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily;IPR011993 PH-like domain superfamily;IPR017441 Protein kinase, ATP binding site;IPR045270 Serine/Threonine Kinase AGC, catalytic domain	ENOG503PCST	T:(T) Signal transduction mechanisms	GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0004674 - protein serine/threonine kinase activity [Evidence IEA];GO_function: GO:0004672 - protein kinase activity [Evidence IEA];GO_process: GO:0007165 - signal transduction [Evidence IEA];GO_process: GO:0006468 - protein phosphorylation [Evidence IEA]						
H9P43_005602	H9P43_005602-T1	mRNA	c_be_22_6	877368	878472	-	RER2	cis-prenyltransferase		2.5.1.87		PF01255	IPR001441 Decaprenyl diphosphate synthase-like;IPR018520 Di-trans-poly-cis-decaprenylcistransferase-like, conserved site;IPR036424 Decaprenyl diphosphate synthase-like superfamily	ENOG503NVA6	H:(H) Coenzyme transport and metabolism	GO_function: GO:0016765 - transferase activity, transferring alkyl or aryl (other than methyl) groups [Evidence IEA]						
H9P43_005603	H9P43_005603-T1	mRNA	c_be_22_6	878930	879323	+	RSM27	mitochondral 37S ribosomal protein S27				PF08293	IPR013219 Ribosomal protein S27/S33, mitochondrial	ENOG503P731	J:(J) Translation, ribosomal structure and biogenesis							
H9P43_005604	H9P43_005604-T1	mRNA	c_be_22_6	879524	881251	-		hypothetical protein				PF00001	IPR000276 G protein-coupled receptor, rhodopsin-like;IPR017452 GPCR, rhodopsin-like, 7TM			GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0004930 - G protein-coupled receptor activity [Evidence IEA];GO_process: GO:0007186 - G protein-coupled receptor signaling pathway [Evidence IEA]						
H9P43_005605	H9P43_005605-T1	mRNA	c_be_22_6	881928	882590	+		hypothetical protein														
H9P43_005606	H9P43_005606-T1	mRNA	c_be_22_6	884158	884631	+		hypothetical protein					IPR032675 Leucine-rich repeat domain superfamily									
H9P43_005607	H9P43_005607-T1	mRNA	c_be_22_6	884727	890555	-		hypothetical protein				PF00001	IPR000276 G protein-coupled receptor, rhodopsin-like;IPR017452 GPCR, rhodopsin-like, 7TM			GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0004930 - G protein-coupled receptor activity [Evidence IEA];GO_process: GO:0007186 - G protein-coupled receptor signaling pathway [Evidence IEA]						
H9P43_005608	H9P43_005608-T1	mRNA	c_be_22_6	891239	892405	+		hypothetical protein														
H9P43_005609	H9P43_005609-T1	mRNA	c_be_22_6	892510	892873	-		hypothetical protein						ENOG503P8NF	S:(S) Function unknown							
H9P43_005610	H9P43_005610-T1	mRNA	c_be_22_6	892986	893473	+		hypothetical protein														
H9P43_005611	H9P43_005611-T1	mRNA	c_be_22_6	893524	895575	-	CCA1	CCA tRNA nucleotidyltransferase, mitochondrial		2.7.7.72		PF01743;PF12627	IPR002646 Poly A polymerase, head domain;IPR032828 tRNA nucleotidyltransferase/poly(A) polymerase, RNA and SrmB- binding domain;IPR043519 Nucleotidyltransferase superfamily	ENOG503NU7R	J:(J) Translation, ribosomal structure and biogenesis	GO_function: GO:0003723 - RNA binding [Evidence IEA];GO_function: GO:0016779 - nucleotidyltransferase activity [Evidence IEA];GO_process: GO:0006396 - RNA processing [Evidence IEA]						
H9P43_005612	H9P43_005612-T1	mRNA	c_be_22_6	896381	899263	+		hypothetical protein				PF01803	IPR029005 LIM-domain binding protein/SEUSS	ENOG502SB1G	S:(S) Function unknown							
H9P43_005613	H9P43_005613-T1	mRNA	c_be_22_6	899331	900860	-		hypothetical protein				PF07690	IPR011701 Major facilitator superfamily;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily	ENOG503NVN9	S:(S) Function unknown	GO_function: GO:0022857 - transmembrane transporter activity [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]						
H9P43_005614	H9P43_005614-T1	mRNA	c_be_22_6	901637	902521	+		hypothetical protein				PF08241;PF08242;PF13489;PF13649;PF13847	IPR013216 Methyltransferase type 11;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily	ENOG50	S:(S) Function unknown	GO_function: GO:0008168 - methyltransferase activity [Evidence IEA]						
H9P43_005615	H9P43_005615-T1	mRNA	c_be_22_6	902814	905432	+	ubp14	ubiquitin C-terminal hydrolase Ubp14		3.4.19.12		PF00443;PF00627;PF02148;PF13423;PF17807	IPR001394 Peptidase C19, ubiquitin carboxyl-terminal hydrolase;IPR001607 Zinc finger, UBP-type;IPR009060 UBA-like superfamily;IPR013083 Zinc finger, RING/FYVE/PHD-type;IPR015940 Ubiquitin-associated domain;IPR016652 Ubiquitinyl hydrolase;IPR018200 Ubiquitin specific protease, conserved site;IPR028889 Ubiquitin specific protease domain;IPR038765 Papain-like cysteine peptidase superfamily;IPR041432 Ubiquitinyl hydrolase, variant UBP zinc finger	ENOG503NX3U	O:(O) Posttranslational modification, protein turnover, chaperones	GO_function: GO:0005515 - protein binding [Evidence IEA];GO_function: GO:0004843 - cysteine-type deubiquitinase activity [Evidence IEA];GO_function: GO:0008270 - zinc ion binding [Evidence IEA];GO_process: GO:0016579 - protein deubiquitination [Evidence IEA];GO_process: GO:0006511 - ubiquitin-dependent protein catabolic process [Evidence IEA]			C19			
H9P43_005616	H9P43_005616-T1	mRNA	c_be_22_6	905526	906786	-		hypothetical protein				PF00153	IPR002067 Mitochondrial carrier protein;IPR018108 Mitochondrial substrate/solute carrier;IPR023395 Mitochondrial carrier domain superfamily	ENOG503Q465	C:(C) Energy production and conversion	GO_process: GO:0055085 - transmembrane transport [Evidence IEA]						
H9P43_005617	H9P43_005617-T1	mRNA	c_be_22_6	907397	908475	+	SFC1	Mitochondrial succinate-fumarate transporter				PF00153	IPR002067 Mitochondrial carrier protein;IPR018108 Mitochondrial substrate/solute carrier;IPR023395 Mitochondrial carrier domain superfamily	ENOG503NVPF	C:(C) Energy production and conversion	GO_process: GO:0055085 - transmembrane transport [Evidence IEA]						
H9P43_005618	H9P43_005618-T1	mRNA	c_be_22_6	908623	909341	-		hypothetical protein				PF16036	IPR016087 Chalcone isomerase;IPR016088 Chalcone isomerase, 3-layer sandwich;IPR036298 Chalcone isomerase superfamily	ENOG503Q4ZR	S:(S) Function unknown	GO_function: GO:0016872 - intramolecular lyase activity [Evidence IEA]						
H9P43_005619	H9P43_005619-T1	mRNA	c_be_22_6	909718	911738	+	GRS1	Glycine--tRNA ligase 1, mitochondrial		6.1.1.14		PF03129	IPR002314 Aminoacyl-tRNA synthetase, class II (G/ P/ S/T);IPR002315 Glycyl-tRNA synthetase;IPR004154 Anticodon-binding;IPR006195 Aminoacyl-tRNA synthetase, class II;IPR027031 Glycyl-tRNA synthetase/DNA polymerase subunit gamma-2;IPR033731 Glycyl-tRNA synthetase-like core domain;IPR036621 Anticodon-binding domain superfamily;IPR045864 Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)	ENOG503NTZ4	J:(J) Translation, ribosomal structure and biogenesis	GO_component: GO:0005737 - cytoplasm [Evidence IEA];GO_function: GO:0004820 - glycine-tRNA ligase activity [Evidence IEA];GO_function: GO:0000166 - nucleotide binding [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0004812 - aminoacyl-tRNA ligase activity [Evidence IEA];GO_process: GO:0006426 - glycyl-tRNA aminoacylation [Evidence IEA];GO_process: GO:0006418 - tRNA aminoacylation for protein translation [Evidence IEA]						
H9P43_005620	H9P43_005620-T1	mRNA	c_be_22_6	912257	913187	+		hypothetical protein														
H9P43_005621	H9P43_005621-T1	mRNA	c_be_22_6	913371	916118	-	PDR1_3	transcription factor				PF00172;PF04082	IPR001138 Zn(2)-C6 fungal-type DNA-binding domain;IPR007219 Transcription factor domain, fungi;IPR036864 Zn(2)-C6 fungal-type DNA-binding domain superfamily	ENOG503NWXU	K:(K) Transcription	GO_function: GO:0000981 - DNA-binding transcription factor activity, RNA polymerase II-specific [Evidence IEA];GO_function: GO:0003677 - DNA binding [Evidence IEA];GO_function: GO:0008270 - zinc ion binding [Evidence IEA];GO_process: GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA];GO_process: GO:0006351 - transcription, DNA-templated [Evidence IEA]						
H9P43_005622	H9P43_005622-T1	mRNA	c_be_22_6	916790	917242	+		hypothetical protein				PF04718	IPR006808 ATP synthase, F0 complex, subunit G, mitochondrial	ENOG503P8QH	S:(S) Function unknown	GO_component: GO:0000276 - mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [Evidence IEA];GO_function: GO:0015078 - proton transmembrane transporter activity [Evidence IEA];GO_process: GO:0015986 - proton motive force-driven ATP synthesis [Evidence IEA]						
H9P43_005623	H9P43_005623-T1	mRNA	c_be_22_6	917490	918244	-	TMCO1	Calcium load-activated calcium channel				PF01956	IPR002809 Integral membrane protein EMC3/TMCO1-like;IPR008559 Calcium load-activated calcium channel	ENOG5038HWF	P:(P) Inorganic ion transport and metabolism	GO_component: GO:0030176 - integral component of endoplasmic reticulum membrane [Evidence IEA];GO_component: GO:0016020 - membrane [Evidence IEA];GO_function: GO:0005262 - calcium channel activity [Evidence IEA];GO_process: GO:0032469 - endoplasmic reticulum calcium ion homeostasis [Evidence IEA]						
H9P43_005624	H9P43_005624-T1	mRNA	c_be_22_6	918448	918866	+		hypothetical protein						ENOG503P9EM	S:(S) Function unknown							
H9P43_005625	H9P43_005625-T1	mRNA	c_be_22_6	919040	919663	-		hypothetical protein				PF01652	IPR001040 Translation Initiation factor eIF- 4e;IPR019770 Eukaryotic translation initiation factor 4E (eIF-4E), conserved site;IPR023398 Translation Initiation factor eIF- 4e-like	ENOG503NWZJ	J:(J) Translation, ribosomal structure and biogenesis	GO_component: GO:0005737 - cytoplasm [Evidence IEA];GO_function: GO:0003723 - RNA binding [Evidence IEA];GO_function: GO:0003743 - translation initiation factor activity [Evidence IEA];GO_process: GO:0006413 - translational initiation [Evidence IEA]						
H9P43_005626	H9P43_005626-T1	mRNA	c_be_22_6	919932	921390	+	sds22	protein phosphatase regulatory subunit Sds22			EOG092C4UA5	PF12799;PF13855	IPR001611 Leucine-rich repeat;IPR003591 Leucine-rich repeat, typical subtype;IPR032675 Leucine-rich repeat domain superfamily	ENOG503NUKW	T:(T) Signal transduction mechanisms	GO_function: GO:0005515 - protein binding [Evidence IEA]						
H9P43_005627	H9P43_005627-T1	mRNA	c_be_22_6	921467	922840	-		hypothetical protein														
H9P43_005628	H9P43_005628-T1	mRNA	c_be_22_6	923214	927821	-		hypothetical protein				PF00005;PF00664	IPR003439 ABC transporter-like, ATP-binding domain;IPR003593 AAA+ ATPase domain;IPR011527 ABC transporter type 1, transmembrane domain;IPR017871 ABC transporter-like, conserved site;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036640 ABC transporter type 1, transmembrane domain superfamily	ENOG503NVEH	Q:(Q) Secondary metabolites biosynthesis, transport and catabolism	GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0140359 - ABC-type transporter activity [Evidence IEA];GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_process: GO:0055085 - transmembrane transport [Evidence IEA]						
H9P43_005629	H9P43_005629-T1	mRNA	c_be_22_6	928874	931435	-	HAP2	Transcriptional activator			EOG092C3MZF	PF02045	IPR001289 Nuclear transcription factor Y subunit A	ENOG503P578	K:(K) Transcription	GO_function: GO:0003700 - DNA-binding transcription factor activity [Evidence IEA];GO_process: GO:0006355 - regulation of transcription, DNA-templated [Evidence IEA]						
H9P43_005630	H9P43_005630-T1	mRNA	c_be_22_6	932276	933589	+		hypothetical protein		2.1.1.204		PF00145	IPR001525 C-5 cytosine methyltransferase;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily;IPR031303 DNA methylase, C-5 cytosine-specific,  conserved site	ENOG5038EMY	K:(K) Transcription	GO_function: GO:0008168 - methyltransferase activity [Evidence IEA]						
H9P43_005631	H9P43_005631-T1	mRNA	c_be_22_6	933619	935214	-		hypothetical protein				PF02636	IPR003788 Protein arginine methyltransferase NDUFAF7;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily;IPR038375 Protein arginine methyltransferase NDUFAF7 superfamily	ENOG503NVH6	H:(H) Coenzyme transport and metabolism							
H9P43_005632	H9P43_005632-T1	mRNA	c_be_22_6	935264	936578	+	clc1	Clathrin light chain					IPR000996 Clathrin light chain	ENOG5039YGE	U:(U) Intracellular trafficking, secretion, and vesicular transport	GO_component: GO:0030132 - clathrin coat of coated pit [Evidence IEA];GO_component: GO:0030130 - clathrin coat of trans-Golgi network vesicle [Evidence IEA];GO_function: GO:0005198 - structural molecule activity [Evidence IEA];GO_process: GO:0006886 - intracellular protein transport [Evidence IEA];GO_process: GO:0016192 - vesicle-mediated transport [Evidence IEA]						
