SeqName	Hit-Desc	GO-Group	GO-ID	Term
Be3_3251	isoleucyl-trna synthetase	F	GO:0003824	catalytic activity
Be3_3257	cation transporting	F	GO:0016787	hydrolase activity
Be3_3257	cation transporting	P	GO:0008152	metabolic process
Be3_3268	calcium calmodulin-dependent protein kinase type 1-like	F	GO:0016301	kinase activity
Be3_3285	dna excision repair protein	F	GO:0003824	catalytic activity
Be3_3292	phosphorylase-like protein	F	GO:0016740	transferase activity
Be3_3300	phosphatidylethanolamine n-methyltransferase	F	GO:0016740	transferase activity
Be3_3304	90s preribosome ssu processome component krr1	F	GO:0003723	RNA binding
Be3_3305	atp-dependent protease la	F	GO:0008233	peptidase activity
Be3_3309	replication factor c subunit 3-like	F	GO:0005488	binding
Be3_3310	hypothetical protein MYCFIDRAFT_46564	F	GO:0003824	catalytic activity
Be3_3320	calcium calmodulin-dependent protein kinase 1db isoform long	F	GO:0016301	kinase activity
Be3_3346	mitotic chromosome condensation-related protein	P	GO:0008150	biological_process
Be3_3348	tryptophan synthase	N	GO:0006519	
Be3_3348	tryptophan synthase	F	GO:0003824	catalytic activity
Be3_3350	pre-mrna-processing atp-dependent rna helicase prp5	F	GO:0003676	nucleic acid binding
Be3_3350	pre-mrna-processing atp-dependent rna helicase prp5	F	GO:0000166	nucleotide binding
Be3_3350	pre-mrna-processing atp-dependent rna helicase prp5	F	GO:0016787	hydrolase activity
Be3_3352	dna topoisomerase i	F	GO:0003677	DNA binding
Be3_3352	dna topoisomerase i	F	GO:0003824	catalytic activity
Be3_3360	methylmalonate semialdehyde dehydrogenase	P	GO:0008152	metabolic process
Be3_3360	methylmalonate semialdehyde dehydrogenase	F	GO:0003824	catalytic activity
Be3_3372	atp-dependent metallopeptidase hfl	F	GO:0008233	peptidase activity
Be3_3372	atp-dependent metallopeptidase hfl	F	GO:0016787	hydrolase activity
Be3_3372	atp-dependent metallopeptidase hfl	P	GO:0009056	catabolic process
Be3_3372	atp-dependent metallopeptidase hfl	P	GO:0019538	protein metabolic process
Be3_3372	atp-dependent metallopeptidase hfl	F	GO:0000166	nucleotide binding
Be3_3372	atp-dependent metallopeptidase hfl	C	GO:0005623	cell
Be3_3376	medium-chain specific acyl- mitochondrial	F	GO:0000166	nucleotide binding
Be3_3376	medium-chain specific acyl- mitochondrial	P	GO:0008152	metabolic process
Be3_3376	medium-chain specific acyl- mitochondrial	F	GO:0003824	catalytic activity
Be3_3384	homodimeric type	F	GO:0003824	catalytic activity
Be3_3386	protein sec13 homolog	C	GO:0005623	cell
Be3_3386	protein sec13 homolog	C	GO:0043234	protein complex
Be3_3386	protein sec13 homolog	P	GO:0006810	transport
Be3_3386	protein sec13 homolog	C	GO:0005737	cytoplasm
Be3_3386	protein sec13 homolog	C	GO:0005634	nucleus
Be3_3386	protein sec13 homolog	C	GO:0043226	organelle
Be3_3386	protein sec13 homolog	C	GO:0005622	intracellular
Be3_3392	tubulin tyrosine ligase	F	GO:0003824	catalytic activity
Be3_3395	eftud2 partial	C	GO:0005654	nucleoplasm
Be3_3395	eftud2 partial	C	GO:0005730	nucleolus
Be3_3395	eftud2 partial	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_3395	eftud2 partial	F	GO:0005515	protein binding
Be3_3395	eftud2 partial	F	GO:0000166	nucleotide binding
Be3_3395	eftud2 partial	C	GO:0005634	nucleus
Be3_3395	eftud2 partial	C	GO:0005737	cytoplasm
Be3_3405	small gtpase	P	GO:0015031	protein transport
Be3_3405	small gtpase	F	GO:0000166	nucleotide binding
Be3_3405	small gtpase	P	GO:0007165	signal transduction
Be3_3417	60s ribosomal protein l32	C	GO:0005840	ribosome
Be3_3417	60s ribosomal protein l32	F	GO:0005198	structural molecule activity
Be3_3417	60s ribosomal protein l32	P	GO:0006412	translation
Be3_3428	calcium calmodulin-dependent protein kinase type 1-like	F	GO:0016301	kinase activity
Be3_3435	phytochelatin synthetase	F	GO:0016740	transferase activity
Be3_3435	phytochelatin synthetase	P	GO:0008150	biological_process
Be3_3435	phytochelatin synthetase	P	GO:0009058	biosynthetic process
Be3_3435	phytochelatin synthetase	P	GO:0019748	secondary metabolic process
Be3_3435	phytochelatin synthetase	C	GO:0005634	nucleus
Be3_3435	phytochelatin synthetase	C	GO:0005829	cytosol
Be3_3436	mitogen-activated protein kinase kinase kinase kinase partial	F	GO:0016301	kinase activity
Be3_3436	mitogen-activated protein kinase kinase kinase kinase partial	P	GO:0008152	metabolic process
Be3_3439	udp-glycosyltransferase glycogen phosphorylase	P	GO:0006629	lipid metabolic process
Be3_3439	udp-glycosyltransferase glycogen phosphorylase	F	GO:0016740	transferase activity
Be3_3454	wd repeat-containing protein 19	C	GO:0005622	intracellular
Be3_3454	wd repeat-containing protein 19	C	GO:0005929	cilium
Be3_3468	plasma-membrane proton-efflux p-type atpase	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_3468	plasma-membrane proton-efflux p-type atpase	F	GO:0016787	hydrolase activity
Be3_3468	plasma-membrane proton-efflux p-type atpase	F	GO:0005215	transporter activity
Be3_3468	plasma-membrane proton-efflux p-type atpase	F	GO:0000166	nucleotide binding
Be3_3468	plasma-membrane proton-efflux p-type atpase	C	GO:0005623	cell
Be3_3469	g-patch domain	F	GO:0003676	nucleic acid binding
Be3_3469	g-patch domain	C	GO:0005622	intracellular
Be3_3484	cullin-associated nedd8-dissociated	P	GO:0008152	metabolic process
Be3_3484	cullin-associated nedd8-dissociated	P	GO:0050789	regulation of biological process
Be3_3484	cullin-associated nedd8-dissociated	F	GO:0005488	binding
Be3_3484	cullin-associated nedd8-dissociated	P	GO:0044238	primary metabolic process
Be3_3484	cullin-associated nedd8-dissociated	C	GO:0005622	intracellular
Be3_3496	3-hydroxyisobutyrate dehydrogenase	F	GO:0005488	binding
Be3_3496	3-hydroxyisobutyrate dehydrogenase	F	GO:0003824	catalytic activity
Be3_3496	3-hydroxyisobutyrate dehydrogenase	P	GO:0008152	metabolic process
Be3_3520	transporter mitochondrial	P	GO:0008150	biological_process
Be3_3520	transporter mitochondrial	P	GO:0006810	transport
Be3_3520	transporter mitochondrial	F	GO:0016787	hydrolase activity
Be3_3520	transporter mitochondrial	F	GO:0000166	nucleotide binding
Be3_3525	rna helicase	C	GO:0005737	cytoplasm
Be3_3525	rna helicase	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_3525	rna helicase	P	GO:0009056	catabolic process
Be3_3525	rna helicase	F	GO:0016787	hydrolase activity
Be3_3525	rna helicase	F	GO:0003723	RNA binding
Be3_3525	rna helicase	F	GO:0000166	nucleotide binding
Be3_3525	rna helicase	C	GO:0005634	nucleus
Be3_3527	translation factor mitochondrial	P	GO:0044238	primary metabolic process
Be3_3527	translation factor mitochondrial	C	GO:0005739	mitochondrion
Be3_3527	translation factor mitochondrial	F	GO:0000166	nucleotide binding
Be3_3527	translation factor mitochondrial	F	GO:0016787	hydrolase activity
Be3_3527	translation factor mitochondrial	P	GO:0008152	metabolic process
Be3_3527	translation factor mitochondrial	C	GO:0005623	cell
Be3_3530	nadh-cytochrome b5 reductase	C	GO:0005623	cell
Be3_3531	predicted protein	F	GO:0016787	hydrolase activity
Be3_3540	coatomer protein	C	GO:0005737	cytoplasm
Be3_3540	coatomer protein	C	GO:0043234	protein complex
Be3_3540	coatomer protein	P	GO:0006810	transport
Be3_3540	coatomer protein	P	GO:0008150	biological_process
Be3_3541	serine threonine kinase sada gamma	F	GO:0016301	kinase activity
Be3_3555	hypothetical protein BATDEDRAFT_12913	F	GO:0005488	binding
Be3_3565	atp dependent dna helicase	F	GO:0005488	binding
Be3_3609	dual specificity protein kinase mph1	P	GO:0006996	organelle organization
Be3_3609	dual specificity protein kinase mph1	P	GO:0007049	cell cycle
Be3_3609	dual specificity protein kinase mph1	F	GO:0016301	kinase activity
Be3_3609	dual specificity protein kinase mph1	C	GO:0005622	intracellular
Be3_3612	nucleotide-sugar epimerase	P	GO:0008152	metabolic process
Be3_3636	smap1 partial	F	GO:0030234	enzyme regulator activity
Be3_3636	smap1 partial	P	GO:0007165	signal transduction
Be3_3636	smap1 partial	F	GO:0005488	binding
Be3_3636	smap1 partial	P	GO:0030154	cell differentiation
Be3_3636	smap1 partial	P	GO:0050789	regulation of biological process
Be3_3636	smap1 partial	P	GO:0007275	multicellular organismal development
Be3_3636	smap1 partial	C	GO:0005886	plasma membrane
Be3_3659	proteasome 26s subunit	P	GO:0008152	metabolic process
Be3_3659	proteasome 26s subunit	P	GO:0050789	regulation of biological process
Be3_3663	acetyl-coenzyme a synthetase	F	GO:0003824	catalytic activity
Be3_3663	acetyl-coenzyme a synthetase	F	GO:0000166	nucleotide binding
Be3_3679	hypothetical protein BATDEDRAFT_35805	P	GO:0050789	regulation of biological process
Be3_3679	hypothetical protein BATDEDRAFT_35805	N	GO:0006350	
Be3_3679	hypothetical protein BATDEDRAFT_35805	F	GO:0016787	hydrolase activity
Be3_3679	hypothetical protein BATDEDRAFT_35805	P	GO:0007275	multicellular organismal development
Be3_3679	hypothetical protein BATDEDRAFT_35805	F	GO:0003682	chromatin binding
Be3_3679	hypothetical protein BATDEDRAFT_35805	P	GO:0006996	organelle organization
Be3_3679	hypothetical protein BATDEDRAFT_35805	C	GO:0005634	nucleus
Be3_3680	mitotic chromosome condensation-related protein	P	GO:0008150	biological_process
Be3_3681	sphingosine kinase 1 isoform 1	C	GO:0005623	cell
Be3_3681	sphingosine kinase 1 isoform 1	P	GO:0007165	signal transduction
Be3_3681	sphingosine kinase 1 isoform 1	P	GO:0050789	regulation of biological process
Be3_3681	sphingosine kinase 1 isoform 1	P	GO:0019538	protein metabolic process
Be3_3681	sphingosine kinase 1 isoform 1	F	GO:0005488	binding
Be3_3681	sphingosine kinase 1 isoform 1	F	GO:0016740	transferase activity
Be3_3685	para-aminobenzoate subunit i	F	GO:0003824	catalytic activity
Be3_3686	phytoene dehydrogenase	P	GO:0009058	biosynthetic process
Be3_3689	tryptophan synthase	N	GO:0006519	
Be3_3689	tryptophan synthase	F	GO:0003824	catalytic activity
Be3_3696	abc transporter family protein	F	GO:0016787	hydrolase activity
Be3_3699	camp-dependent protein kinase c subunit	F	GO:0000166	nucleotide binding
Be3_3699	camp-dependent protein kinase c subunit	P	GO:0006464	cellular protein modification process
Be3_3699	camp-dependent protein kinase c subunit	F	GO:0004672	protein kinase activity
Be3_3705	dual specificity catalytic domain containing protein	F	GO:0016787	hydrolase activity
Be3_3707	threonine ammonia-lyase	P	GO:0008152	metabolic process
Be3_3710	rad17 homolog	P	GO:0008150	biological_process
Be3_3717	abc transporter	F	GO:0016787	hydrolase activity
Be3_3729	diazepam binding inhibitor	F	GO:0005488	binding
Be3_3730	signal transduction histidine kinase	P	GO:0008150	biological_process
Be3_3730	signal transduction histidine kinase	F	GO:0016740	transferase activity
Be3_3731	protein rsd-3	F	GO:0008289	lipid binding
Be3_3733	chaperonin cpn10	P	GO:0019538	protein metabolic process
Be3_3733	chaperonin cpn10	C	GO:0005737	cytoplasm
Be3_3733	chaperonin cpn10	F	GO:0000166	nucleotide binding
Be3_3749	protein kinase	F	GO:0004672	protein kinase activity
Be3_3749	protein kinase	P	GO:0008152	metabolic process
Be3_3751	thimet oligopeptidase	F	GO:0016787	hydrolase activity
Be3_3761	serine threonine kinase 24	F	GO:0016301	kinase activity
Be3_3761	serine threonine kinase 24	P	GO:0008152	metabolic process
Be3_3765	atypical pikk pi3k protein kinase	F	GO:0016740	transferase activity
Be3_3766	eukaryotic translation initiation factor 5b	F	GO:0008135	translation factor activity, nucleic acid binding
Be3_3766	eukaryotic translation initiation factor 5b	P	GO:0006412	translation
Be3_3766	eukaryotic translation initiation factor 5b	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_3766	eukaryotic translation initiation factor 5b	P	GO:0009056	catabolic process
Be3_3766	eukaryotic translation initiation factor 5b	F	GO:0016787	hydrolase activity
Be3_3766	eukaryotic translation initiation factor 5b	F	GO:0000166	nucleotide binding
Be3_3774	golgi ph regulator c-like	C	GO:0005623	cell
Be3_3779	histone deacetylase catalytic component	F	GO:0016787	hydrolase activity
Be3_3783	predicted protein	F	GO:0004871	signal transducer activity
Be3_3785	leucine aminopeptidase	F	GO:0016787	hydrolase activity
Be3_3787	nadh-cytochrome b5 reductase	C	GO:0005623	cell
Be3_3793	enhancer of yellow 2 transcription factor homolog	P	GO:0006810	transport
Be3_3793	enhancer of yellow 2 transcription factor homolog	C	GO:0005654	nucleoplasm
Be3_3793	enhancer of yellow 2 transcription factor homolog	C	GO:0043234	protein complex
Be3_3793	enhancer of yellow 2 transcription factor homolog	F	GO:0030528	transcription regulator activity
Be3_3793	enhancer of yellow 2 transcription factor homolog	F	GO:0005515	protein binding
Be3_3793	enhancer of yellow 2 transcription factor homolog	P	GO:0050789	regulation of biological process
Be3_3793	enhancer of yellow 2 transcription factor homolog	N	GO:0006350	
Be3_3797	elongation factor tu	F	GO:0008135	translation factor activity, nucleic acid binding
Be3_3797	elongation factor tu	C	GO:0005622	intracellular
Be3_3797	elongation factor tu	P	GO:0006412	translation
Be3_3797	elongation factor tu	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_3797	elongation factor tu	P	GO:0009056	catabolic process
Be3_3797	elongation factor tu	F	GO:0016787	hydrolase activity
Be3_3797	elongation factor tu	F	GO:0000166	nucleotide binding
Be3_3813	diphthamide biosynthesis protein 1-like	C	GO:0005622	intracellular
Be3_3814	mannose-1-phosphate guanyltransferase	P	GO:0009058	biosynthetic process
Be3_3814	mannose-1-phosphate guanyltransferase	F	GO:0016740	transferase activity
Be3_3841	eukaryotic translation initiation factor 2-alpha kinase	P	GO:0006950	response to stress
Be3_3841	eukaryotic translation initiation factor 2-alpha kinase	P	GO:0006464	cellular protein modification process
Be3_3841	eukaryotic translation initiation factor 2-alpha kinase	F	GO:0000166	nucleotide binding
Be3_3841	eukaryotic translation initiation factor 2-alpha kinase	F	GO:0004672	protein kinase activity
Be3_3843	leucine aminopeptidase	F	GO:0016787	hydrolase activity
Be3_3846	hypothetical protein STEHIDRAFT_126034	F	GO:0005488	binding
Be3_3846	hypothetical protein STEHIDRAFT_126034	F	GO:0009055	electron carrier activity
Be3_3862	elongation factor tu	F	GO:0008135	translation factor activity, nucleic acid binding
Be3_3862	elongation factor tu	C	GO:0005622	intracellular
Be3_3862	elongation factor tu	P	GO:0006412	translation
Be3_3862	elongation factor tu	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_3862	elongation factor tu	P	GO:0009056	catabolic process
Be3_3862	elongation factor tu	F	GO:0016787	hydrolase activity
Be3_3862	elongation factor tu	F	GO:0000166	nucleotide binding
Be3_3870	plasma-membrane proton-efflux p-type atpase	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_3870	plasma-membrane proton-efflux p-type atpase	F	GO:0016787	hydrolase activity
Be3_3870	plasma-membrane proton-efflux p-type atpase	F	GO:0005215	transporter activity
Be3_3870	plasma-membrane proton-efflux p-type atpase	F	GO:0000166	nucleotide binding
Be3_3870	plasma-membrane proton-efflux p-type atpase	C	GO:0005623	cell
Be3_3873	hypothetical protein RO3G_03530	P	GO:0008152	metabolic process
Be3_3873	hypothetical protein RO3G_03530	P	GO:0050789	regulation of biological process
Be3_3876	ran-specific gtpase-activating protein	P	GO:0006810	transport
Be3_3881	achain kinase and ubiquitin-associated domains of mark3par-1	F	GO:0000166	nucleotide binding
Be3_3881	achain kinase and ubiquitin-associated domains of mark3par-1	P	GO:0006464	cellular protein modification process
Be3_3881	achain kinase and ubiquitin-associated domains of mark3par-1	F	GO:0004672	protein kinase activity
Be3_3881	achain kinase and ubiquitin-associated domains of mark3par-1	F	GO:0005515	protein binding
Be3_3892	small gtpase	P	GO:0015031	protein transport
Be3_3892	small gtpase	F	GO:0000166	nucleotide binding
Be3_3892	small gtpase	P	GO:0007165	signal transduction
Be3_3897	regulator of telomere elongation helicase 1-like	F	GO:0005488	binding
Be3_3897	regulator of telomere elongation helicase 1-like	P	GO:0006259	DNA metabolic process
Be3_3897	regulator of telomere elongation helicase 1-like	F	GO:0016787	hydrolase activity
Be3_3899	serine esterase that deacylates exogenous lysophospholipids	N	GO:0006519	
Be3_3899	serine esterase that deacylates exogenous lysophospholipids	P	GO:0006629	lipid metabolic process
Be3_3899	serine esterase that deacylates exogenous lysophospholipids	F	GO:0016787	hydrolase activity
Be3_3905	probable rad16-nucleotide excision repair protein	F	GO:0005488	binding
Be3_3905	probable rad16-nucleotide excision repair protein	F	GO:0003676	nucleic acid binding
Be3_3908	mrna-decapping enzyme subunit 2	F	GO:0016787	hydrolase activity
Be3_3908	mrna-decapping enzyme subunit 2	F	GO:0005488	binding
Be3_3908	mrna-decapping enzyme subunit 2	C	GO:0043234	protein complex
Be3_3908	mrna-decapping enzyme subunit 2	C	GO:0005622	intracellular
Be3_3908	mrna-decapping enzyme subunit 2	F	GO:0005515	protein binding
Be3_3908	mrna-decapping enzyme subunit 2	C	GO:0005634	nucleus
Be3_3908	mrna-decapping enzyme subunit 2	C	GO:0005829	cytosol
Be3_3915	rrna processing protein enp2	C	GO:0005634	nucleus
Be3_3915	rrna processing protein enp2	C	GO:0005829	cytosol
Be3_3916	sh3 and multiple ankyrin repeat domains protein 1-like	F	GO:0005515	protein binding
Be3_3916	sh3 and multiple ankyrin repeat domains protein 1-like	C	GO:0005623	cell
Be3_3918	phosphatidylinositol-3- myotubularin family	F	GO:0016787	hydrolase activity
Be3_3918	phosphatidylinositol-3- myotubularin family	P	GO:0008150	biological_process
Be3_3918	phosphatidylinositol-3- myotubularin family	C	GO:0005829	cytosol
Be3_3921	glycosyltransferase family 66 protein	C	GO:0005623	cell
Be3_3921	glycosyltransferase family 66 protein	F	GO:0016740	transferase activity
Be3_3921	glycosyltransferase family 66 protein	P	GO:0009058	biosynthetic process
Be3_3921	glycosyltransferase family 66 protein	P	GO:0006464	cellular protein modification process
Be3_3921	glycosyltransferase family 66 protein	P	GO:0005975	carbohydrate metabolic process
Be3_3924	cazy family gt2	F	GO:0016740	transferase activity
Be3_3931	cobalamin synthase	C	GO:0005623	cell
Be3_3931	cobalamin synthase	F	GO:0003824	catalytic activity
Be3_3933	guanylate cyclase 32e	P	GO:0008150	biological_process
Be3_3933	guanylate cyclase 32e	F	GO:0003824	catalytic activity
Be3_3934	aqualysin 1	F	GO:0005488	binding
Be3_3934	aqualysin 1	P	GO:0008152	metabolic process
Be3_3934	aqualysin 1	F	GO:0008233	peptidase activity
Be3_3935	cationic amino acid transporter	P	GO:0006810	transport
Be3_3945	elongation factor partial	P	GO:0044238	primary metabolic process
Be3_3945	elongation factor partial	F	GO:0000166	nucleotide binding
Be3_3945	elongation factor partial	P	GO:0008152	metabolic process
Be3_3948	epsilon subunit of f1f0-atp synthase n-terminal domain-containing protein	F	GO:0005215	transporter activity
Be3_3948	epsilon subunit of f1f0-atp synthase n-terminal domain-containing protein	P	GO:0006091	generation of precursor metabolites and energy
Be3_3948	epsilon subunit of f1f0-atp synthase n-terminal domain-containing protein	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_3948	epsilon subunit of f1f0-atp synthase n-terminal domain-containing protein	P	GO:0006811	ion transport
Be3_3948	epsilon subunit of f1f0-atp synthase n-terminal domain-containing protein	P	GO:0009058	biosynthetic process
Be3_3959	hypothetical protein STEHIDRAFT_80921	F	GO:0000166	nucleotide binding
Be3_3959	hypothetical protein STEHIDRAFT_80921	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_3959	hypothetical protein STEHIDRAFT_80921	P	GO:0009056	catabolic process
Be3_3959	hypothetical protein STEHIDRAFT_80921	F	GO:0016787	hydrolase activity
Be3_3961	translation initiation factor rli1	F	GO:0016787	hydrolase activity
Be3_3961	translation initiation factor rli1	F	GO:0005488	binding
Be3_3961	translation initiation factor rli1	F	GO:0009055	electron carrier activity
Be3_3961	translation initiation factor rli1	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_3961	translation initiation factor rli1	P	GO:0009056	catabolic process
Be3_3961	translation initiation factor rli1	F	GO:0000166	nucleotide binding
Be3_3966	cation-chloride cotransporter 1-like	P	GO:0006810	transport
Be3_3978	abc transporter family protein	F	GO:0016787	hydrolase activity
Be3_3980	atp synthase subunit gamma	P	GO:0006811	ion transport
Be3_3983	multiple rna-binding domain-containing protein	F	GO:0003676	nucleic acid binding
Be3_3983	multiple rna-binding domain-containing protein	P	GO:0009653	anatomical structure morphogenesis
Be3_3983	multiple rna-binding domain-containing protein	P	GO:0007275	multicellular organismal development
Be3_3987	family helicase	P	GO:0006259	DNA metabolic process
Be3_3987	family helicase	F	GO:0005488	binding
Be3_3987	family helicase	F	GO:0016787	hydrolase activity
Be3_3996	50s ribosomal protein l13e	C	GO:0005622	intracellular
Be3_4006	probable bifunctional purine biosynthetic protein ade1	P	GO:0009058	biosynthetic process
Be3_4006	probable bifunctional purine biosynthetic protein ade1	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_4006	probable bifunctional purine biosynthetic protein ade1	F	GO:0003824	catalytic activity
Be3_4006	probable bifunctional purine biosynthetic protein ade1	F	GO:0000166	nucleotide binding
Be3_4013	gdp-mannose dehydratase	F	GO:0003824	catalytic activity
Be3_4013	gdp-mannose dehydratase	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_4013	gdp-mannose dehydratase	P	GO:0005975	carbohydrate metabolic process
Be3_4013	gdp-mannose dehydratase	C	GO:0005622	intracellular
Be3_4013	gdp-mannose dehydratase	F	GO:0005488	binding
Be3_4021	para-aminobenzoate subunit i	P	GO:0008152	metabolic process
Be3_4021	para-aminobenzoate subunit i	F	GO:0003824	catalytic activity
Be3_4023	gtp-binding protein sas1	P	GO:0015031	protein transport
Be3_4023	gtp-binding protein sas1	F	GO:0000166	nucleotide binding
Be3_4023	gtp-binding protein sas1	P	GO:0007165	signal transduction
Be3_4024	lycopene cyclase phytoene synthase	P	GO:0009058	biosynthetic process
Be3_4024	lycopene cyclase phytoene synthase	F	GO:0003824	catalytic activity
Be3_4028	zinc transporter	P	GO:0006811	ion transport
Be3_4028	zinc transporter	C	GO:0005623	cell
Be3_4036	dna mismatch repair protein msh3	F	GO:0005488	binding
Be3_4036	dna mismatch repair protein msh3	P	GO:0006950	response to stress
Be3_4038	glutaminyl-trna synthetase	F	GO:0003824	catalytic activity
Be3_4038	glutaminyl-trna synthetase	P	GO:0008152	metabolic process
Be3_4038	glutaminyl-trna synthetase	P	GO:0044238	primary metabolic process
Be3_4044	adp atp translocase	P	GO:0006810	transport
Be3_4044	adp atp translocase	C	GO:0005623	cell
Be3_4051	trna-dihydrouridine synthase	F	GO:0005488	binding
Be3_4051	trna-dihydrouridine synthase	F	GO:0003824	catalytic activity
Be3_4051	trna-dihydrouridine synthase	P	GO:0008152	metabolic process
Be3_4054	phosphoribosylformylglycinamidine synthase	P	GO:0008152	metabolic process
Be3_4054	phosphoribosylformylglycinamidine synthase	P	GO:0044238	primary metabolic process
Be3_4054	phosphoribosylformylglycinamidine synthase	F	GO:0003824	catalytic activity
Be3_4058	serine threonine-protein phosphatase 5-like isoform 1	F	GO:0005488	binding
Be3_4058	serine threonine-protein phosphatase 5-like isoform 1	F	GO:0004721	phosphoprotein phosphatase activity
Be3_4058	serine threonine-protein phosphatase 5-like isoform 1	C	GO:0005622	intracellular
Be3_4066	40s ribosomal protein s8	C	GO:0005840	ribosome
Be3_4066	40s ribosomal protein s8	F	GO:0005198	structural molecule activity
Be3_4066	40s ribosomal protein s8	P	GO:0006412	translation
Be3_4078	acad8 protein	P	GO:0008152	metabolic process
Be3_4078	acad8 protein	F	GO:0003824	catalytic activity
Be3_4080	family 3 glycosyltransferase	P	GO:0006091	generation of precursor metabolites and energy
Be3_4080	family 3 glycosyltransferase	P	GO:0009058	biosynthetic process
Be3_4080	family 3 glycosyltransferase	P	GO:0005975	carbohydrate metabolic process
Be3_4080	family 3 glycosyltransferase	F	GO:0016740	transferase activity
Be3_4081	cytosolic 80s ribosomal protein l39 cytosolic 60s large ribosomal protein l39	C	GO:0005840	ribosome
Be3_4081	cytosolic 80s ribosomal protein l39 cytosolic 60s large ribosomal protein l39	F	GO:0005198	structural molecule activity
Be3_4081	cytosolic 80s ribosomal protein l39 cytosolic 60s large ribosomal protein l39	P	GO:0006412	translation
Be3_4087	atp-dependent dna helicase	F	GO:0016787	hydrolase activity
Be3_4087	atp-dependent dna helicase	P	GO:0008150	biological_process
Be3_4101	ste ste20 ysk protein kinase	F	GO:0000166	nucleotide binding
Be3_4101	ste ste20 ysk protein kinase	P	GO:0006464	cellular protein modification process
Be3_4101	ste ste20 ysk protein kinase	F	GO:0004672	protein kinase activity
Be3_4110	short-chain dehydrogenase reductase sdr	F	GO:0003824	catalytic activity
Be3_4110	short-chain dehydrogenase reductase sdr	P	GO:0008152	metabolic process
Be3_4113	nad-dependent glutamate dehydrogenase	P	GO:0008152	metabolic process
Be3_4113	nad-dependent glutamate dehydrogenase	F	GO:0003824	catalytic activity
Be3_4119	atpase get3	F	GO:0000166	nucleotide binding
Be3_4119	atpase get3	P	GO:0019725	cellular homeostasis
Be3_4119	atpase get3	F	GO:0016787	hydrolase activity
Be3_4138	thimet oligopeptidase	F	GO:0016787	hydrolase activity
Be3_4159	branched-chain amino acid aminotransferase	F	GO:0016740	transferase activity
Be3_4160	mfs transporter	C	GO:0043226	organelle
Be3_4160	mfs transporter	C	GO:0005622	intracellular
Be3_4160	mfs transporter	C	GO:0005737	cytoplasm
Be3_4160	mfs transporter	C	GO:0005623	cell
Be3_4163	vgl1_schpo ame: full=vigilin 1 ame: full=kh domain-containing protein vgl1	C	GO:0005829	cytosol
Be3_4163	vgl1_schpo ame: full=vigilin 1 ame: full=kh domain-containing protein vgl1	C	GO:0005623	cell
Be3_4163	vgl1_schpo ame: full=vigilin 1 ame: full=kh domain-containing protein vgl1	C	GO:0005783	endoplasmic reticulum
Be3_4163	vgl1_schpo ame: full=vigilin 1 ame: full=kh domain-containing protein vgl1	P	GO:0006950	response to stress
Be3_4163	vgl1_schpo ame: full=vigilin 1 ame: full=kh domain-containing protein vgl1	P	GO:0009628	response to abiotic stimulus
Be3_4167	glycosyltransferase family 66 protein	C	GO:0005623	cell
Be3_4167	glycosyltransferase family 66 protein	F	GO:0016740	transferase activity
Be3_4167	glycosyltransferase family 66 protein	P	GO:0009058	biosynthetic process
Be3_4167	glycosyltransferase family 66 protein	P	GO:0006464	cellular protein modification process
Be3_4167	glycosyltransferase family 66 protein	P	GO:0005975	carbohydrate metabolic process
Be3_4171	40s ribosomal protein s8	C	GO:0005840	ribosome
Be3_4171	40s ribosomal protein s8	F	GO:0005198	structural molecule activity
Be3_4171	40s ribosomal protein s8	P	GO:0006412	translation
Be3_4178	phosphoribosylformylglycinamidine synthase	P	GO:0008152	metabolic process
Be3_4178	phosphoribosylformylglycinamidine synthase	P	GO:0044238	primary metabolic process
Be3_4178	phosphoribosylformylglycinamidine synthase	F	GO:0003824	catalytic activity
Be3_4186	yll023c-like protein	C	GO:0043226	organelle
Be3_4186	yll023c-like protein	C	GO:0005622	intracellular
Be3_4186	yll023c-like protein	C	GO:0005737	cytoplasm
Be3_4186	yll023c-like protein	C	GO:0005623	cell
Be3_4190	14-3-3 family protein epsilon	F	GO:0005515	protein binding
Be3_4206	uracil phosphoribosyltransferase 1	F	GO:0016740	transferase activity
Be3_4206	uracil phosphoribosyltransferase 1	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_4215	et-dependent rrna methyltransferase spb1	P	GO:0006139	nucleobase-containing compound metabolic process
Be3_4215	et-dependent rrna methyltransferase spb1	P	GO:0008152	metabolic process
Be3_4215	et-dependent rrna methyltransferase spb1	F	GO:0016740	transferase activity
Be3_4215	et-dependent rrna methyltransferase spb1	C	GO:0005622	intracellular
